id,first_name,last_name,email,gender,Pharmacy Brand,Pharmacy Generic,Pharmacy Company
379,Humphrey,Branston,hbranstonai@shinystat.com,Male,Olanzapine,Olanzapine,"Golden State Medical Supply, Inc."
380,Amalia,Ropars,aroparsaj@phoca.cz,Female,equate nicotine,Nicotine Polacrilex,Wal-Mart Stores Inc
381,Berget,Medland,bmedlandak@jimdo.com,Female,Hydrochlorothiazide,Hydrochlorothiazide,Cardinal Health
382,Asia,Brands,abrandsal@quantcast.com,Female,RHIZOPUS ARRHIZUS VAR ARRHIZUS,Rhizopus spp,"ALK-Abello, Inc."
383,Malissa,Laffranconi,mlaffranconiam@sciencedirect.com,Female,Simply Firm Eye - Non-Surgical Face Lift,dimethicone gel,CarePluss Pharma S.A. de C.V.
384,Abeu,Heed,aheedan@bloglovin.com,Male,Biaxin,Clarithromycin,"Physicians Total Care, Inc."
385,Mathilde,Janjusevic,mjanjusevicao@xrea.com,Female,EXALGO,Hydromorphone Hydrochloride,"Mallinckrodt, Inc"
386,Janos,Mousdall,jmousdallap@marketwatch.com,Male,Pain ReliefRoll On,Methyl Salicylate Mentol Camphor Capsaicin,"Creations Garden Natural Products, Inc."
387,Antoine,Merriton,amerritonaq@hatena.ne.jp,Male,Healthy Accents Arthritis Pain Relief,Acetaminophen,DZA Brands LLC
388,Guthry,Willows,gwillowsar@columbia.edu,Male,LAURA GELLER BEAUTY TUSCAN SUN SPACKLE SPF 30 PROTECTIVE UNDER MAKE-UP PRIMER TAN,"AVOBENZONE, OCTINOXATE, OCTISALATE","Laura Geller Beauty, LLC"
389,Nicoline,Vicarey,nvicareyas@independent.co.uk,Female,Pseudoephedrine Hydrochloride,Pseudoephedrine Hydrochloride,"Shopko Stores Operating Co., LLC"
390,Katha,Rosini,krosiniat@umich.edu,Agender,Meperidine Hydrochloride,Meperidine Hydrochloride,"Roxane Laboratories, Inc"
391,Manuel,Krale,mkraleau@boston.com,Male,WATER HEMP POLLEN,amaranthus tuberculatus pollen,"Allergy Laboratories, Inc."
392,Amara,Elsley,aelsleyav@latimes.com,Female,Cultivated Oat,Cultivated Oat,"Nelco Laboratories, Inc."
393,Sofia,Mulcock,smulcockaw@si.edu,Female,Lamotrigine,Lamotrigine,Dr.Reddy's Laboratories Limited
394,Daniel,Stutte,dstutteax@acquirethisname.com,Male,Tizanidine,Tizanidine,Aidarex Pharmaceuticals LLC
395,Loydie,Hilary,lhilaryay@simplemachines.org,Agender,Newchito Plus One,SODIUM MONOFLUOROPHOSPHATE,"Sungwon Pharmaceutical Co., Ltd."
396,Shaylah,Wabey,swabeyaz@discuz.net,Female,Naproxen,Naproxen,State of Florida DOH Central Pharmacy
397,Tonnie,McIlraith,tmcilraithb0@usda.gov,Non-binary,Diazepam,Diazepam,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
398,Tedmund,Selwood,tselwoodb1@senate.gov,Male,EQUATE,SELENIUM SULFIDE,WAL-MART STORES INC
399,Rolando,Wakeham,rwakehamb2@flickr.com,Male,Metoprolol Tartrate,Metoprolol Tartrate,REMEDYREPACK INC.
400,Lin,Freckingham,lfreckinghamb3@wisc.edu,Female,ck one 3-in-1 face makeup,Titanium Dioxide,Coty US LLC
401,Jobey,Hymans,jhymansb4@mashable.com,Female,Topcare Mucus Relief,"Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl",Topco Associates LLC
402,Miguela,Imlacke,mimlackeb5@xing.com,Female,Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,Mylan Pharmaceuticals Inc.
403,Moselle,Cradduck,mcradduckb6@indiegogo.com,Female,Zithromax,azithromycin,Cardinal Health
404,Baryram,Pirozzi,bpirozzib7@smugmug.com,Male,CHING WAN HUNG SOOTHING HERBAL BALM,MENTHOL,"TIANJIN DARENTANG JINGWANHONG PHARMACEUTICAL CO., LTD."
405,Gun,Dover,gdoverb8@google.nl,Male,CARE ONE,ETHYL ALCOHOL,AMERICAN SALES COMPANY
406,Orsa,Kestle,okestleb9@techcrunch.com,Female,nanocare,"Benzophenone, Avobenzone, Octisalate, Homosalate, and Octocrylene","Deramzone Solutions, Inc."
407,Shina,Satch,ssatchba@furl.net,Female,Halibut,Halibut,"Nelco Laboratories, Inc."
408,Vi,Speere,vspeerebb@acquirethisname.com,Female,Chlorpromazine Hydrochloride,Chlorpromazine Hydrochloride,REMEDYREPACK INC.
409,Dorey,People,dpeoplebc@xrea.com,Agender,family wellness acetaminophen,Acetaminophen,Family Dollar Services Inc
410,Alie,Valett,avalettbd@amazon.de,Female,CounterAct,Menthol,"Melaleuca, Inc."
411,Conant,Ortner,cortnerbe@bbb.org,Male,Desipramine Hydrochloride,Desipramine Hydrochloride,Bryant Ranch Prepack
412,Patrica,Skaife d'Ingerthorpe,pskaifedingerthorpebf@webs.com,Female,Yellow Pine,Yellow Pine,"Nelco Laboratories, Inc."
413,Shalom,Petican,speticanbg@adobe.com,Male,VITALUMIERE AQUA,OCTINOXATE and TITANIUM DIOXIDE,CHANEL PARFUMS BEAUTE
414,Matty,Perutto,mperuttobh@indiegogo.com,Male,SHISEIDO SUN PROTECTION FOUNDATION,TITANIUM DIOXIDE,SHISEIDO AMERICA INC.
415,Antonio,Arrington,aarringtonbi@washington.edu,Non-binary,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"Mallinckrodt, Inc."
416,Gilburt,Quennell,gquennellbj@blogger.com,Male,Aspiera Wound Care and Antiseptic,"Allantoin, Benzethonium Chloride","Aidance Skincare & Topical Solutions, LLC"
417,Ammamaria,Fessler,afesslerbk@npr.org,Female,Estradiol Valerate,estradiol valerate,"JHP Pharmaceuticals, LLC"
418,Meaghan,Yuranovev,myuranovevbl@si.edu,Female,FOAMING HAND SANITIZER,BENZALKONIUM CHLORIDE,AMERICAN SALES COMPANY
419,Ruben,Daspar,rdasparbm@digg.com,Male,MK Alcohol Prep Pads Medium,ISOPROPYL ALCOHOL,"Changzhou Maokang Medical Products Co., Ltd"
420,Brendon,Stansbie,bstansbiebn@altervista.org,Male,Antiseptic Mouth Rinse,Eucalyptol,"TOPCO ASSOCIATES, LLC"
421,Franny,Wiffield,fwiffieldbo@marriott.com,Male,Alcohol Prep,Isopropyl Alcohol,Aero-Med Ltd
422,Ashleigh,Timbrell,atimbrellbp@phoca.cz,Female,Penicillin V Potassium,Penicillin V Potassium,Rebel Distributors Corp
423,Cathryn,Elgar,celgarbq@zdnet.com,Female,Sunmark calcium antacid,calcium carbonate,McKesson
424,Loutitia,Palphreyman,lpalphreymanbr@icq.com,Female,RUNNY NOSE,POTASSIUM SILICATE,Natural Health Supply
425,Rafaellle,Coom,rcoombs@parallels.com,Male,WELLBUTRIN XL,bupropion hydrochloride,Rebel Distributors Corp
426,Ophelie,Lynd,olyndbt@microsoft.com,Female,Cialis,Tadalafil,Eli Lilly and Company
427,Angie,Schulken,aschulkenbu@plala.or.jp,Male,Zonnic Nicotine,Nicotine polacrilex,Niconovum USA Inc.
428,Jordan,Tointon,jtointonbv@seattletimes.com,Male,Roxicodone,oxycodone hydrochloride,"Xanodyne Pharmaceuticals, Inc."
429,Keith,Guesford,kguesfordbw@a8.net,Male,Alo Therapeutic Massage,"MENTHOL, HISTAMINE DIHYDROCHLORIDE",Theraplex Solutions
430,Leigh,Ventris,lventrisbx@tripod.com,Male,Conjunct-a-Clear Wash,"Agrimony, Arg nit, Calendula, Euphrasia","Native Remedies, LLC"
431,Kerrin,Wedge,kwedgeby@time.com,Female,rx act gas relief,Simethicone,H E B
432,Roxy,Delucia,rdeluciabz@wikispaces.com,Female,Junel 1.5/30,norethindrone acetate and ethinyl estradiol,Barr Laboratories Inc.
433,Denna,Maliphant,dmaliphantc0@noaa.gov,Female,Sanigizer Plus,Alcohol,Ecolab Inc.
434,Blinni,Hadny,bhadnyc1@dell.com,Female,Chlorhexidine Gluconate,Chlorhexidine Gluconate,"Xttrium Laboratories, Inc."
435,Damara,Hartley,dhartleyc2@berkeley.edu,Female,Hemorrodil,PHENYLEPHRINE HYDROCHLORIDE and COCOA BUTTER,"ZURICH MEDICAL LABS, LLC"
436,Wanids,Drayson,wdraysonc3@jigsy.com,Female,Clamue Healthy Fresh BB Cream Light Medium,"Titanium Dioxide, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Zinc Oxide","Inel Cosmetics Co., Ltd"
437,Durward,Pady,dpadyc4@diigo.com,Male,Montelukast Sodium,montelukast sodium,Prasco Laboratories
438,Agnella,Whitely,awhitelyc5@thetimes.co.uk,Genderfluid,COUMADIN,warfarin sodium,Bristol-Myers Squibb Pharma Company
439,Ron,Syme,rsymec6@freewebs.com,Male,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,Accord Healthcare Inc.
440,Olia,Darragon,odarragonc7@usda.gov,Female,Fosinopril Sodium,Fosinopril Sodium,"Aphena Pharma Solutions - Tennessee, Inc."
441,Prince,Vlahos,pvlahosc8@xing.com,Male,Simvastatin,simvastatin,Ranbaxy Pharmaceuticals Inc.
442,Valli,Ravenhills,vravenhillsc9@prlog.org,Female,STERILE VANCOMYCIN HYDROCHLORIDE,vancomycin hydrochloride,Akorn - Strides LLC
443,Cesya,Gillinghams,cgillinghamsca@bigcartel.com,Female,CELEBREX,Celecoxib,"PD-Rx Pharmaceuticals, Inc."
444,Lars,Durant,ldurantcb@bloomberg.com,Male,Folic Acid,Folic Acid,REMEDYREPACK INC.
445,Ange,Moth,amothcc@parallels.com,Female,Mouth Sore Medication,benzocaine,Zee Medical
446,Bertine,Leahey,bleaheycd@fotki.com,Female,Amoxicillin,Amoxicillin,DAVA Pharmaceuticals Inc
447,Karalee,Kayne,kkaynece@ftc.gov,Female,Night Time,"Dextromethorphan Hydrobromide, Doxylamine Succinate",Hannaford Brothers Company
448,Stevie,Poplee,spopleecf@scientificamerican.com,Male,Treatment Set TS345380,Treatment Set TS345380,"Antigen Laboratories, Inc."
449,Lorenzo,Clymer,lclymercg@dell.com,Male,RAYOS,prednisone,Horizon Pharma Inc.
450,Rafi,Jendrich,rjendrichch@skype.com,Male,Prednisone,Prednisone,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
451,Helli,Cownden,hcowndenci@discuz.net,Female,BLUMJK PAIN RELIEF,TROLAMINE SALICYLATE,R AND S RESEARCH
452,Burl,Curryer,bcurryercj@imdb.com,Male,Pravastatin Sodium,Pravastatin Sodium,REMEDYREPACK INC.
453,Peyter,Auchterlonie,pauchterlonieck@gov.uk,Male,Antiseptic,benzalkonium chloride,"MAC Medical Supply Company, Inc."
454,Ragnar,Skyrme,rskyrmecl@ameblo.jp,Male,Fragmin,dalteparin sodium,Eisai Inc.
455,Karylin,Hodgen,khodgencm@bbb.org,Female,Paroxetine Hydrochloride,paroxetine hydrochloride,"Physicians Total Care, Inc."
456,Lizzie,Markl,lmarklcn@bing.com,Female,Hydroxocobalamin,Hydroxocobalamin,REMEDYREPACK INC.
457,Lexis,Archambault,larchambaultco@telegraph.co.uk,Female,Glycopyrrolate,Glycopyrrolate,Dr. Reddy's Laboratories Limited
458,Timothy,Roarty,troartycp@sakura.ne.jp,Male,Smart Sense Tioconazole 1,Tioconazole,Kmart Corporation
459,Philbert,Lindenfeld,plindenfeldcq@admin.ch,Male,in control nicotine,Nicotine Polacrilex,H E B
460,Galven,Lebrun,glebruncr@facebook.com,Male,Medpride,Bacitracin Zinc Neomycin Sulfate Polymyxin B Sulfate,Shield Line LLC
461,Kevin,Chataignier,kchataigniercs@clickbank.net,Male,Honeydew Melon,Honeydew Melon,"Nelco Laboratories, Inc."
462,Dimitry,Carnduff,dcarnduffct@skype.com,Non-binary,Alcohol Prep,Isopropyl Alcohol,Aero-Med Ltd
463,Rog,Bryett,rbryettcu@twitter.com,Male,Xylocaine,Lidocaine Hydrochloride and epinephrine,"General Injectables & Vaccines, Inc"
464,Norris,Arnley,narnleycv@studiopress.com,Male,up and up allergy relief,fexofenadine hydrochloride,Target Corporation
465,Had,Tollet,htolletcw@hubpages.com,Male,03 Moisture Foundation SPF 15,Octinoxate and Zinc Oxide,The Body Shop Wake Forest
466,Linoel,Buscher,lbuschercx@sciencedaily.com,Male,Lorazepam,lorazepam,Mylan Pharmaceuticals Inc.
467,Axel,Maynell,amaynellcy@pcworld.com,Genderfluid,Suave Tropical Paradise,Aluminum Chlorohydrate,Conopco Inc. d/b/a Unilever
468,Savina,Boulding,sbouldingcz@amazonaws.com,Female,Diazepam,Diazepam,Precision Dose Inc.
469,Rozanne,Snawdon,rsnawdond0@sakura.ne.jp,Female,Diazepam,Diazepam,"PD-Rx Pharmaceuticals, Inc."
470,Flss,Glaister,fglaisterd1@cdc.gov,Bigender,ALTACE,ramipril,Pfizer Laboratories Div Pfizer Inc
471,Kennett,Shepton,ksheptond2@flavors.me,Male,Avar-e,"SULFACETAMIDE SODIUM, SULFUR",Mission Pharmacal Company
472,Glennis,Deluca,gdelucad3@hibu.com,Female,Dry Idea A.Dry Inv.Sol. Antiperspirant Cool Blast,Aluminum Zirconium Pentachlorohydrex Gly,The Dial Corporation
473,Tabina,Dunstone,tdunstoned4@behance.net,Female,Thiothixene,Thiothixene,Sandoz Inc
474,Lyda,Storer,lstorerd5@freewebs.com,Female,ARNISPORT,"ARNICA MONTANA, HYPERICUM PERFORATUM, RUTA GRAVEOLENS FLOWERING TOP, LEDUM PALUSTRE TWIG, BELLIS PERENNIS, CALCIUM FLUORIDE, TRIBASIC CALCIUM PHOSPHATE, CALCIUM SULFATE ANHYDROUS, FERROSOFERRIC PHOSPHATE, POTASSIUM CHLORIDE, POTASSIUM PHOSPHATE, DIBASIC, POTASSIUM SULFATE, MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE, SODIUM CHLORIDE, SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE, SODIUM SULFATE, and SILICON DIOXIDE",Hyland's
475,Mord,Bartomeu,mbartomeud6@cocolog-nifty.com,Male,Pleo San Serra,serratia marcescens,Sanum Kehlbeck GmbH & Co. KG
476,Elliott,Connaughton,econnaughtond7@google.ru,Male,TUMS,calcium carbonate,GlaxoSmithKline Consumer Heathcare LP
477,Aile,Reinbeck,areinbeckd8@zdnet.com,Female,Serostim,somatropin,"EMD Serono, Inc."
478,Flora,Ready,freadyd9@amazon.co.jp,Female,Prochlorperazine Maleate,prochlorperazine maleate,"NCS HealthCare of KY, Inc dba Vangard Labs"
479,Syman,Schuler,sschulerda@dailymotion.com,Male,Morphine sulfate,Morphine sulfate,Actavis Elizabeth LLC
480,Barbara,Stroband,bstrobanddb@nytimes.com,Genderfluid,Guanfacine,Guanfacine,"Golden State Medical Supply, Inc."
481,Gustav,Blei,gbleidc@de.vu,Male,BEEVENOM BB,"TITANIUM DIOXIDE, OCTINOXATE, ZINC OXIDE","NATURE REPUBLIC CO., LTD."
482,Alexander,Ashling,aashlingdd@skyrock.com,Male,GAVISCON,aluminum hydroxide and magnesium carbonate,GlaxoSmithKline Consumer Healthcare LP
483,Iain,Fosdike,ifosdikede@buzzfeed.com,Male,Healing,PETROLATUM,TARGET CORPORATION
484,Herculie,Ridett,hridettdf@wsj.com,Male,Proparacaine Hydrochloride,Proparacaine Hydrochloride,Bausch & Lomb Incorporated
485,Oralie,Weeds,oweedsdg@fda.gov,Female,PURELL Sanitizing Wipes Clean Refreshing Scent,Benzalkonium Chloride,"GOJO Industries, Inc."
486,Nealy,Fritz,nfritzdh@vistaprint.com,Male,"Losartan potassium Tablets, 50 mg",losartan potassium,Jubilant Cadista Pharmaceuticals Inc.
487,Janine,Stag,jstagdi@umn.edu,Female,Lorazepam,Lorazepam,"Upsher-Smith Laboratories, Inc."
488,Freddie,Potkin,fpotkindj@umn.edu,Female,mark. Help Wanted,Salicylic Acid,"Avon Products, Inc."
489,Lydie,Duggon,lduggondk@canalblog.com,Female,Diphenoxylate Hydrochloride and Atropine Sulfate,diphenoxylate hydrochloride and atropine sulfate,"Aphena Pharma Solutions - Tennessee, LLC"
490,Linoel,Acom,lacomdl@discovery.com,Male,fexofenadine hydrochloride,fexofenadine hydrochloride,Major Pharmaceuticals
491,Moina,Matokhnin,mmatokhnindm@google.cn,Female,SBS 41,Allantoin,"Deb USA, Inc."
492,Lindsy,Robecon,lrobecondn@google.de,Genderqueer,Chaetomium globosum,Chaetomium globosum,"Nelco Laboratories, Inc."
493,Eddie,Bowery,ebowerydo@barnesandnoble.com,Male,benzoyl peroxide,BENZOYL PEROXIDE,Perrigo New York Inc
494,Othelia,Phippin,ophippindp@wired.com,Female,levetiracetam,levetiracetam,"Anchen Pharmaceuticals, Inc."
495,Marwin,Granville,mgranvilledq@ustream.tv,Male,AMBROSIA ACANTHICARPA POLLEN,Ragweed False Bur,"ALK-Abello, Inc."
496,Carma,Cargen,ccargendr@java.com,Female,all day pain relief,Naproxen sodium,H E B
497,Rickard,Michal,rmichalds@sina.com.cn,Male,ATOMY BB,"TITANIUM DIOXIDE, OCTINOXATE, ZINC OXIDE","ATOMY CO., LTD."
498,Durant,Gotfrey,dgotfreydt@marketwatch.com,Male,Anew,"HOMOSALATE, OCTINOXATE, OXYBENZONE, AVOBENZONE","Avon Products, Inc."
499,Loraine,Bunner,lbunnerdu@hostgator.com,Female,Vaporizing Chest Rub,Menthol Camphor Eucalyptus Oil,Kim Chemicals LTD
500,Jilly,Stayt,jstaytdv@virginia.edu,Female,EQUALINE,SELENIUM SULFIDE,SUPERVALU INC.
501,Kelley,Kelinge,kkelingedw@163.com,Male,PHYTOGENIC INFINITE FOUNDATION,TITANIUM DIOXIDE,"THEFACESHOP CO., LTD."
502,Sterne,Dedden,sdeddendx@zdnet.com,Agender,Lamotrigine,Lamotrigine,"AvKARE, Inc."
503,Sloane,Fetherstan,sfetherstandy@goodreads.com,Male,vanarex hair regrowth treatment,Minoxidil,Manchester Laboratories Inc.
504,Harlin,Gealle,hgealledz@t-online.de,Male,IOPE SS,"Octinoxate, TITANIUM DIOXIDE, and ZINC OXIDE",AMOREPACIFIC
505,Bing,Gawen,bgawene0@ucoz.ru,Male,Terconazole,terconazole,E. FOUGERA & CO. A division of Fougera Pharmaceuticals Inc.
506,Hector,Ledur,hledure1@businessweek.com,Male,Sotalol Hydrochloride,Sotalol Hydrochloride,"AvKARE, Inc."
507,Winonah,Jacketts,wjackettse2@webs.com,Female,Xarelto,rivaroxaban,Cardinal Health
508,Fabe,Ricold,fricolde3@networkadvertising.org,Male,Fleet,Bisacodyl,"C.B. Fleet Company, Inc."
509,Harper,Armin,harmine4@furl.net,Agender,Antiseptic,benzalkonium chloride,Cintas First Aid & Safety
510,Nolana,Killeen,nkilleene5@cnet.com,Female,hemorrhoidal,"Mineral oil, petrolatum, phenylephrine hcl",CVS Pharmacy
511,Giorgia,Loynes,gloynese6@biblegateway.com,Bigender,Sore Throat Diarrhea,MERCURIC CATION,Natural Health Supply
512,Fidela,Whistance,fwhistancee7@utexas.edu,Female,Megestrol Acetate,megestrol acetate,Cardinal Health
513,Powell,Sandeson,psandesone8@comcast.net,Male,Pearson Mepivacaine,Mepivacaine Hydrochloride,Pearson Dental
514,Westbrook,Camacho,wcamachoe9@vimeo.com,Male,Good Sense Nicotine,Nicotine Polacrilex,"Dispensing Solutions, Inc."
515,Mathew,Deinhard,mdeinhardea@geocities.jp,Male,LBEL HYDRATESS,Octinoxate and Oxybenzone,Ventura Corporation LTD.
516,Anthe,Flockhart,aflockharteb@facebook.com,Female,Demadex,Torsemide,"Physicians Total Care, Inc."
517,Allx,Barcke,abarckeec@yahoo.com,Female,Chlorpromazine Hydrochloride,Chlorpromazine Hydrochloride,REMEDYREPACK INC.
518,Ninnetta,Dommerque,ndommerqueed@senate.gov,Female,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,WOCKHARDT LIMITED
519,Dannye,Lefort,dlefortee@cbslocal.com,Female,ciprofloxacin hydrochloride,ciprofloxacin hydrochloride,Testpak Holding Company
520,Kendell,Plows,kplowsef@diigo.com,Genderqueer,Flu Relief Therapy Night Time,"Acetaminophen, DIPHENHYDRAMINE HYDROCHLORIDE, Phenylephrine Hydrochloride","Aaron Industries, Inc."
521,Hyacinthie,Perl,hperleg@digg.com,Female,Metoprolol Tartrate,METOPROLOL TARTRATE,State of Florida DOH Central Pharmacy
522,Kelcy,Gummory,kgummoryeh@blogtalkradio.com,Female,Neut,4% Sodium Bicarbonate Additive Solution,"General Injectables and Vaccines, Inc"
523,Jessey,Samways,jsamwaysei@artisteer.com,Male,Trexall,methotrexate,"Teva Women's Health, Inc."
524,Yolanda,Ladds,yladdsej@wisc.edu,Female,Promethazine With Codeine Cough,Promethazine Hydrochloride and Codeine Phosphate,"Morton Grove Pharmaceuticals, Inc."
525,Fransisco,Janicijevic,fjanicijevicek@icq.com,Male,Etodolac,Etodolac,"Preferred Pharmaceuticals, Inc"
526,Howey,Levitt,hlevittel@twitpic.com,Male,Daily Moisturizing,Dimethicone,Publix Super Markets Inc
527,Pepe,Thunderman,pthundermanem@altervista.org,Male,Tranexamic Acid,Tranexamic Acid,Acella Pharmaceuticals
528,Julissa,Khoter,jkhoteren@stanford.edu,Female,azithromycin,AZITHROMYCIN,Greenstone LLC
529,Filip,Le Grove,flegroveeo@bloglovin.com,Male,Miochol E,acetylcholine chloride,Bausch & Lomb Incorporated
530,Mar,Yoell,myoellep@hc360.com,Male,Citalopram Hydrobromide,Citalopram Hydrobromide,REMEDYREPACK INC.
531,Iosep,Broxton,ibroxtoneq@senate.gov,Male,Trazodone Hydrochloride,Trazodone Hydrochloride,Apotex Corp
532,Constance,Benedettini,cbenedettinier@about.com,Female,CareOne Antacid,"Aluminum Hydroxide, Magnesium Hydroxide, Simethicone",American Sales Company
533,Tracie,Loding,tlodinges@sitemeter.com,Male,Ibuprofen and Pseudoephedrine Hydrochloride,Ibuprofen and Pseudoephedrine Hydrochloride,Chain Drug Marketing Association Inc.
534,Maggy,De Andreis,mdeandreiset@qq.com,Female,wal flu severe cold and cough,"Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride",Walgreen Company
535,Marsiella,Philippault,mphilippaulteu@acquirethisname.com,Female,ibuprofen,Ibuprofen,Meijer Distribution Inc
536,Ida,Leaver,ileaverev@hostgator.com,Female,Quetiapine Fumarate,Quetiapine Fumarate,TYA Pharmaceuticals
537,Fara,Dumbar,fdumbarew@pinterest.com,Female,Methocarbamol,Methocarbamol,"Camber Pharmaceuticals, Inc."
538,Patience,Harget,phargetex@studiopress.com,Female,Pravastatin Sodium,Pravastatin Sodium,Bryant Ranch Prepack
539,Desmond,Bloom,dbloomey@twitpic.com,Male,Olive Leaf Antibacterial Foaming Hand Wash,Triclosan,"SJ Creations, Inc."
540,Wallas,Bartolic,wbartolicez@shop-pro.jp,Male,Famotidine,Famotidine,Wal-Mart Stores Inc
541,Stevena,Addison,saddisonf0@nasa.gov,Female,Dextrose,Dextrose monohydrate,Baxter Healthcare Corporation
542,Olga,O'Dowd,oodowdf1@nsw.gov.au,Female,Risperidone,Risperidone,Apotex Corp
543,Teddy,Vatcher,tvatcherf2@answers.com,Non-binary,Sodium Bicarbonate,SODIUM BICARBONATE,"US MedSource, LLC"
544,Catriona,Linneman,clinnemanf3@ezinearticles.com,Female,Chest Rub,"Camphor, Eucalyptus Oil, Menthol","Valu Merchandisers, co"
545,Willis,Kitchingman,wkitchingmanf4@amazon.com,Male,SMART SENSE,"EUCALYPTOL, MENTHOL, METHYLSALICYLATE, THYMOL",KMART CORPORATION
546,Gaynor,Attaway,gattawayf5@newsvine.com,Female,Colgate Triple Action,SODIUM FLUORIDE,Mission Hills S.A de C.V
547,Emmery,Badsworth,ebadsworthf6@hud.gov,Male,good sense sinus and allergy pe,"Chlorpheniramine maleate, Phenylephrine HCl",L Perrigo Company
548,Connor,Fortesquieu,cfortesquieuf7@oaic.gov.au,Male,Topcare,Benzocaine,Topco
549,Sutton,Ephgrave,sephgravef8@google.com.hk,Non-binary,Spiny Pigweed,Spiny Pigweed,"Antigen Laboratories, Inc."
550,Kaiser,Boneham,kbonehamf9@bravesites.com,Male,Didanosine,Didanosine,Aurobindo Pharma Limited
551,Creigh,Sphinxe,csphinxefa@cmu.edu,Male,Haloperidol,haloperidol,REMEDYREPACK INC.
552,Maude,Fields,mfieldsfb@list-manage.com,Female,Nystatin,nystatin,Aidarex Pharmaceuticals LLC
553,Porter,Lewty,plewtyfc@army.mil,Male,Naturals Cucumber and Melon,TRICLOSAN,"Avon Products, Inc."
554,Donnie,Jiruca,djirucafd@craigslist.org,Agender,TrophAmine,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, CYSTEINE HYDROCHLORIDE, HISTIDINE, TYROSINE, N-ACETYL-TYROSINE, ALANINE, ARGININE, PROLINE, SERINE, GLYCINE, ASPARTIC ACID, GLUTAMIC ACID, and TAURINE",B. Braun Medical Inc.
555,Patty,Colin,pcolinfe@desdev.cn,Male,Carisoprodol,Carisoprodol,Bryant Ranch Prepack
556,Bendix,Queste,bquesteff@sciencedaily.com,Male,Estradiol,Estradiol,Rebel Distributors Corp
557,Courtnay,Shubotham,cshubothamfg@cornell.edu,Male,Losartan Potassium and Hydrochlorothiazide,Losartan Potassium and Hydrochlorothiazide,REMEDYREPACK INC.
558,Robin,Bickell,rbickellfh@blinklist.com,Female,Doxorubicin Hydrochloride,DOXORUBICIN HYDROCHLORIDE,Pfizer Laboratories Div Pfizer Inc
559,Octavia,Boumphrey,oboumphreyfi@princeton.edu,Female,Perrigo Benzoyl Peroxide,benzoyl peroxide,Perrigo New York Inc
560,Dorian,Spurman,dspurmanfj@wsj.com,Female,Rivastigmine Tartrate,Rivastigmine Tartrate,Dr.Reddy's Laboratories Limited
561,Tracey,McNally,tmcnallyfk@shop-pro.jp,Female,AHAVA ACTIVE DEADSEA MINERALS,OCTOCRYLENE,AHAVA - Dead Sea Laboratories Ltd.
562,Dimitri,Richemond,drichemondfl@japanpost.jp,Male,Rembrandt Canker Sore,Sodium Fluoride,"Johnson & Johnson Healthcare Products, Division of McNEIL-PPC, Inc."
563,Fredia,Ivankin,fivankinfm@etsy.com,Female,Promethazine Hydrochloride,Promethazine Hydrochloride,"Dispensing Solutions, Inc."
564,Minette,Daniells,mdaniellsfn@vkontakte.ru,Female,Golden Fair Foundation SPF 15,"Titanium Dioxide, Zinc Oxide",Bare Escentuals Beauty Inc.
565,York,Curnokk,ycurnokkfo@bizjournals.com,Male,Secret Fresh Effects Invisible,Aluminum Zirconium Tetrachlorohydrex Gly,Procter & Gamble Manufacturing Company
566,Bard,Bamborough,bbamboroughfp@discuz.net,Male,TOPIRAMATE,topiramate,St Marys Medical Park Pharmacy
567,Karlotte,Perllman,kperllmanfq@bing.com,Genderqueer,Antibacterial Body Wash,Triclosan,Target Corporation
568,Christie,Huburn,chuburnfr@reddit.com,Female,Indomethacin,indomethacin,"Liberty Pharmaceuticals, Inc."
569,Ree,Randall,rrandallfs@springer.com,Female,Caduet,amlodipine besylate and atorvastatin calcium,Pfizer Laboratories Div Pfizer Inc
570,Alyosha,Kastel,akastelft@loc.gov,Male,Aspirin,Aspirin,Freds Inc
571,Herve,Bramhall,hbramhallfu@cdc.gov,Male,Bare Expert Finish Makeup Makeup Broad Spectrum SPF 25,"Octinoxate, Titanium Dioxide","Merle Norman Cosmetics, Inc"
572,Gerri,Cottrell,gcottrellfv@domainmarket.com,Female,CellCept,Mycophenolate Mofetil,Rebel Distributors Corp
573,Valerie,Pierri,vpierrifw@unicef.org,Female,Pleo San Strep,streptococcus pyogenes,Sanum Kehlbeck GmbH & Co. KG
